property_id,bank_property_id,property_type,city,address,price,lot_area_sqm,floor_area_sqm,listed_on,listing_url
P000761,10828000003121,Residential & Commercial - With Improvement - Bundle,Manila City,"Lot 1-B, No. 1240 Castanos St., Brgy. 414, Samplaoc District, Manila City, Metro Manila",9555791.41,131,0,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000003121
P000762,D-356-00328,Residential Condominium,Muntinlupa City,NCR,2614000,1,27,EastWestBank,https://pre-owned-properties.eastwestbanker.com/property/d-356-00328-residential-condominium-in-muntinlupa-city
P000763,D-356-00477,Residential Condominium,Muntinlupa City,NCR,5340000,1,67,EastWestBank,https://pre-owned-properties.eastwestbanker.com/property/d-356-00477-residential-condominium-in-muntinlupa-city
P000764,D-356-00508,Residential Condominium,Muntinlupa City,NCR,1580000,1,13,EastWestBank,https://pre-owned-properties.eastwestbanker.com/property/d-356-00508-residential-condominium-in-muntinlupa-city
P000765,D-356-00358,Residential Condominium,Muntinlupa City,NCR,4582000,1,38,EastWestBank,https://pre-owned-properties.eastwestbanker.com/property/d-356-00358-residential-condominium-in-muntinlupa-city
P000766,D-356-00279,Residential Condominium,Muntinlupa City,NCR,7872000,1,73,EastWestBank,https://pre-owned-properties.eastwestbanker.com/property/d-356-00279-residential-condominium-in-muntinlupa-city
P000767,D-356-00288,Residential Condominium,Muntinlupa City,NCR,7843000,1,74,EastWestBank,https://pre-owned-properties.eastwestbanker.com/property/d-356-00288-residential-condominium-in-muntinlupa-city
P000768,D-356-00272,Residential Condominium,Muntinlupa City,NCR,9379000,1,74,EastWestBank,https://pre-owned-properties.eastwestbanker.com/property/d-356-00272-residential-condominium-in-muntinlupa-city
P000769,D-356-00568,Residential Condominium,Muntinlupa City,NCR,5630000,0,56,EastWestBank,https://pre-owned-properties.eastwestbanker.com/property/d-356-00568-residential-condominium-in-muntinlupa-city
P000770,D-356-00552,Residential Condominium,Muntinlupa City,NCR,1538000,1,13,EastWestBank,https://pre-owned-properties.eastwestbanker.com/property/d-356-00552-residential-condominium-in-muntinlupa-city
P000771,D-356-00273,Residential Condominium,Muntinlupa City,NCR,7762000,1,74,EastWestBank,https://pre-owned-properties.eastwestbanker.com/property/d-356-00273-residential-condominium-in-muntinlupa-city
P000772,10828000003120,Residential & Commercial - With Improvement,Manila City,"Lot 1-A, No. 1240 Castanos St., Brgy. 414, Sampaloc District, Manila City, Metro Manila",9928208.59,131,193,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000003120
P000773,10828000003114,Residential - With Improvement,Quezon City,"Lot 11-C, CJ. Ocampo Street corner Alley Lot 62 Brgy. Milagros A, Project 4, Quezon City, Metro Manila",3959000,71,118,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000003114
P000774,10828000003113,Residential - With Improvement,Quezon City,"Lot 11-B, CJ. Ocampo Street corner Alley Lot 62 Brgy. Milagros A, Project 4, Quezon City, Metro Manila",3891000,69,118,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000003113
P000775,10828000003112,Residential - With Improvement,Quezon City,"Lot 11-A, CJ. Ocampo Street corner Alley Lot 62 Brgy. Milagros A, Project 4, Quezon City, Metro Manila",3852000,68,118,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000003112
P000776,10828000003111,Residential - With Improvement,Quezon City,"Lot2, Blk. 7. No. 9 Miller Street, Ayala Hillside Estates Phase 3, Brgy. Old Balara, Quezon City, Metro Manila",101333000,553,614,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000003111
P000777,10828000003106,Industrial - Vacant Lot,Taguig,"Lot 524, Barangay Wawa, Taguig, Metro Manila",667000000,33301,0,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000003106
P000778,10828000003100,Residential - With Improvement,Imus,"Lot 27, Block 7, Dianella Street, Lancaster Residences Phase 5, Brgy. Alapan 2, Imus, Cavite",1114000,40,40,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000003100
P000779,10828000003098,Residential - Condominium,Pasig City,"Unit F612, Hampton Gardens Condominium Phase III Tower F, 100 C. Raymundo Avenue, Brgy. Maybunga, Pasig City, Metro Manila",3007000,0,39,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000003098
P000780,10828000003097,Residential - Condominium,Pasig City,"Unit 616, 6th floor, Hampton Gardens Phase VII Dover (M) Tower, No. 100 C. Raymundo Avenue & Dr. Antonio Sixto Avenue, Brgy. Maybunga, Pasig City, Metro Manila",3365000,0,40,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000003097
P000781,10828000003095,Residential - With Improvement,Pavia,"Lot 5, Blk. 14, Phase 1, Monticello Villas, Brgy. Balabag, Pavia, Iloilo",1080000,68,40,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000003095
P000782,10828000003094,Residential - Condominium,Quezon City,"Unit E, 23rd floor, Circulo Verde Phase 1 (Ibiza Tower), No. 70 Calle Industria, Brgy. Bagumbayan, Quezon City, Metro Manila",5456000,0,44,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000003094
P000783,10828000003093,Residential - With Improvement,Pasig City,"Lot 17, Block 8, No. 16 R.B. Hayes Street, Parkwood Greens Executive Village Phase 1, Brgy. Maybunga, Pasig City, Metro Manila",2635381.46,205,53,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000003093
P000784,D-356-00645,Residential Condominium,Muntinlupa City,NCR,4414000,1,54,EastWestBank,https://pre-owned-properties.eastwestbanker.com/property/d-356-00645-residential-condominium-in-muntinlupa-city
P000785,D-356-00498,Residential Condominium,Muntinlupa City,NCR,1525000,1,13,EastWestBank,https://pre-owned-properties.eastwestbanker.com/property/d-356-00498-residential-condominium-in-muntinlupa-city
P000786,D-356-00587,Residential Condominium,Muntinlupa City,NCR,2994000,1,25,EastWestBank,https://pre-owned-properties.eastwestbanker.com/property/d-356-00587-residential-condominium-in-muntinlupa-city
P000788,D-356-00565,Residential Condominium,Muntinlupa City,NCR,4807000,1,58,EastWestBank,https://pre-owned-properties.eastwestbanker.com/property/d-356-00565-residential-condominium-in-muntinlupa-city
P000789,D-356-00512,Residential Townhouse,Marikina,NCR,3666000,55,82,EastWestBank,https://pre-owned-properties.eastwestbanker.com/property/d-356-00512-residential-townhouse-in-marikina
P000790,D-356-00483,Commercial Condominium,Mandaluyong City,NCR,12289000,1,76,EastWestBank,https://pre-owned-properties.eastwestbanker.com/property/d-356-00483-commercial-condominium-in-mandaluyong-city
P000791,D-356-00650,Residential Condominium,Mandaluyong City,NCR,4744000,1,58,EastWestBank,https://pre-owned-properties.eastwestbanker.com/property/d-356-00650-residential-condominium-in-mandaluyong-city
P000792,D-356-00497,Residential Condominium,Mandaluyong City,NCR,7341000,0,71,EastWestBank,https://pre-owned-properties.eastwestbanker.com/property/d-356-00497-residential-condominium-in-mandaluyong-city
P000793,D-356-00450,Residential Condominium,Mandaluyong City,NCR,3119000,1,31,EastWestBank,https://pre-owned-properties.eastwestbanker.com/property/d-356-00450-residential-condominium-in-mandaluyong-city
P000794,10828000003092,Residential - With Improvement,Pasig City,"Lot 18, Block 8, No. 16 R.B. Hayes Street, Parkwood Greens Executive Village Phase 1, Brgy. Maybunga, Pasig City, Metro Manila",2.257561854E7,212,359,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000003092
P000795,10828000003089,Residential - Vacant Lot,Initao,"Lot 6, Block 4, Red Cauliflower Street corner Cynarina Street, Coral Resort Estates, Barangay Pagahan, Initao, Misamis Oriental",4545000,303,0,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000003089
P000796,10828000003085,Residential - Condominium,Laurel,"Unit C4A (4th Floor at Building C), The Ridge Condominium at Canyon Woods Residential Resort, Brgy. San Gregorio, Laurel, Batangas",7350000,0,141,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000003085
P000797,10828000003084,Residential - Condominium,Quezon City,"Unit H, Garden Level 1, Majorca Residences, Circulo Verde Phase 1, Brgy. Bagumbayan, Quezon City, Quezon City, Metro Manila",5108000,0,38,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000003084
P000798,10828000002828,Residential - With Improvement,Pavia,"Lot 31, Block 5, Phase 1, Monticello Villas, Barangay Balabag, Pavia, Iloilo",1120000,45,40,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002828
P000799,10828000002823,Residential - Condominium,Pasay City,"Unit 9G, 9th Floor, Montecito Cluster 4, The Residential Resort at Newport City, Villamor Air Base, Pasay City, Metro Manila",5688000,0,46,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002823
P000800,10828000002817,Residential - Vacant Lot,Cadiz City,"Lot 787-B-4-F, Barangay Road, Brgy. Burgos, Cadiz City, Negros Occidental",2322000,1222,0,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002817
P000801,10828000002816,Residential - Vacant Lot,Cadiz City,"Lot 787-B-4-E, Barangay Road, Brgy. Burgos, Cadiz City, Negros Occidental",2324000,1223,0,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002816
P000802,10828000002815,Residential - Vacant Lot,Cadiz City,"Lot 787-B-4-D, Barangay Road, Brgy. Burgos, Cadiz City, Negros Occidental",2322000,1222,0,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002815
P000803,10828000002806,Residential - Vacant Lot,Apalit,"Lot 4, Blk. 7, Dream Land Subd., Colgante, Apalit, Pampanga",420198.05,60,0,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002806
P000804,10828000002804,Residential - With Improvement,Apalit,"Lot 2, Blk. 7, Dream Land Subd., Colgante, Apalit, Pampanga",1271801.95,60,63,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002804
P000805,10828000002795,Residential - With Improvement,Antipolo City,"Lot 4, Road Lot 8, Villa Classica Townhomes, Brgy. Mayamot, Antipolo City, Rizal",4984000,68,146,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002795
P000806,D-356-0066 / D-356-00396,Commercial Condominium,Mandaluyong City,NCR,3025000,1,50,EastWestBank,https://pre-owned-properties.eastwestbanker.com/property/d-356-0066---d-356-00396-commercial-condominium-in-mandaluyong-city
P000807,SCB-001,Residential Condominium,Manila,NCR,14485000,1,235,EastWestBank,https://pre-owned-properties.eastwestbanker.com/property/scb-001-residential-condominium-in-manila
P000808,D-356-00489,Residential House & Lot,Makati City,NCR,8567000,79,238,EastWestBank,https://pre-owned-properties.eastwestbanker.com/property/d-356-00489-residential-house---lot-in-makati-city
P000809,D-356-00549,Residential House & Lot,Las Pinas,NCR,14798000,210,303,EastWestBank,https://pre-owned-properties.eastwestbanker.com/property/d-356-00549-residential-house---lot-in-las-pinas
P000810,D-356-00709,Residential Condominium,Makati City,NCR,4624000,1,37,EastWestBank,https://pre-owned-properties.eastwestbanker.com/property/d-356-00709-residential-condominium-in-makati-city
P000811,D-356-00562,Residential Townhouse,Las Pinas,NCR,5009000,56,99,EastWestBank,https://pre-owned-properties.eastwestbanker.com/property/d-356-00562-residential-townhouse-in-las-pinas
P000812,D-356-00563,Residential Townhouse,Las Pinas,NCR,2528000,39,68,EastWestBank,https://pre-owned-properties.eastwestbanker.com/property/d-356-00563-residential-townhouse-in-las-pinas
P000813,D-356-00527,Residential House & Lot,Caloocan,NCR,3703000,306,1,EastWestBank,https://pre-owned-properties.eastwestbanker.com/property/d-356-00527-residential-house---lot-in-caloocan
P000814,D-356-00417,Residential House & Lot,Caloocan,NCR,11745000,351,493,EastWestBank,https://pre-owned-properties.eastwestbanker.com/property/d-356-00417-residential-house---lot-in-caloocan
P000815,D-356-00472,Residential Townhouse,Las Pinas,NCR,7041000,55,142,EastWestBank,https://pre-owned-properties.eastwestbanker.com/property/d-356-00472-residential-townhouse-in-las-pinas
P000816,10828000002794,Residential - With Improvement,Pavia,"Lot 27, Blk 4, Phase I, Monticello Villas, Brgy. Balabag, Pavia, Iloilo",1153000,59,40,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002794
P000817,10828000002789,Residential - Condominium,Marikina City,"Unit 1101, Marquinton Residences Condominium Cordova Tower, Sumulong Highway cor. Fernando Ave., Brgy. Sto Niño, Marikina City, Metro Manila",3825000,0,45,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002789
P000818,10828000002788,Residential & Agricultural - With Improvement,Cardona,"Lot 3640, Unnamed Rough Road, Brgy. Looc, Cardona, Rizal",8780000,7017,1450,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002788
P000819,10828000002781,Residential - Condominium - Parking Slot,Taguig,"Parking Slot No. 28, Basement 4, The Venice Luxury Residences Tower A, B, C and D, Mckinley Hill Fort Bonifacio, Taguig, Metro Manila",1320110.91,0,13,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002781
P000820,10828000002780,Residential - Condominium,Taguig,"Unit 20D, 20F, The Venice Luxury Residences, Tower C (Carusso), McKinley Hill Fort Bonifacio, Taguig, Metro Manila",7294889.09,0,40,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002780
P000821,10828000002777,Residential - Vacant Lot,Binangonan,"Lot 5, Blk 13, Phase III-B, St., Monique Valais, Brgy. Pantok and Darangan, Binangonan, Rizal",931000,133,0,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002777
P000822,10828000002723,Residential - Condominium,Makati City,"Unit 4617, 46F, Tower C Jazz Residences Condominium N. Garcia St., cor., Metropolitan Ave., Brgy. Bel-Air, Makati City, Metro Manila",4489000,0,27,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002723
P000823,10828000002722,Residential - Condominium,Manila City,"Unit 31K2, 31st Floor of University Tower Malate Condominium, No. 728 Pedro Gil St., cor. Vasquez St., Malate District, Manila City, Metro Manila",3657000,0,23,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002722
P000824,10828000002721,Residential - Condominium,Manila City,"Unit 31I, 31st Floor of University Tower Malate Condominium, No. 728 Pedro Gil St., cor. Vasquez St., Malate District, Manila City, Metro Manila",3657000,0,23,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002721
P000825,10828000002720,Residential - With Improvement,Quezon City,"Lot 9 Blk 1, Cluster 1, Unit 9, Unnamed Road, Grand Monaco Homes 3, Brgy. Bagbag, Quezon City, Metro Manila",5283000,136,72,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002720
P000826,10828000002718,Residential - Vacant Lot,Cauayan,"Lot 618 Negros South Road (National Highway), Brgy. Tiling, Cauayan, Negros Occidental",2560173.82,2598,0,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002718
P000827,10828000002717,Residential - Vacant Lot,Cauayan,"Lot 616 Negros South Road (National Highway), Brgy. Tiling, Cauayan, Negros Occidental",1.620282618E7,13092,0,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002717
P000828,D-356-00658,Residential Townhouse,Las Pinas,NCR,2292000,58,60,EastWestBank,https://pre-owned-properties.eastwestbanker.com/property/d-356-00658-residential-townhouse-in-las-pinas
P000829,D-356-00586,Residential House & Lot,Las Pinas,NCR,3727000,39,77,EastWestBank,https://pre-owned-properties.eastwestbanker.com/property/d-356-00586-residential-house---lot-in-las-pinas
P000830,D-356-00574,Residential House & Lot,Las Pinas,NCR,21097000,242,644,EastWestBank,https://pre-owned-properties.eastwestbanker.com/property/d-356-00574-residential-house---lot-in-las-pinas
P000831,10828000002715,Residential - With Improvement,Pavia,"Lot 61 Blk 13, Phase-I, Monticello Villas, Brgy. Balabag, Pavia, Iloilo",1068000,45,40,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002715
P000832,10828000002713,Residential - With Improvement,Pavia,"Lot 26 Blk 12 Monticello Villas, Brgy. Balabag, Pavia, Iloilo",1160000,64,40,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002713
P000833,10828000002706,Residential - Condominium - Parking Slot,Quezon City,"Parking Slot No. 14,  Majorca Residences, Circulo Verde Condominium, Brgy. Bagumbayan, Quezon City, Metro Manila",723000,0,13,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002706
P000834,10828000002705,Residential - Condominium,Quezon City,"Unit D, 10th Floor, Majorca Residences, Circulo Verde Condominium, Brgy. Bagumbayan, Quezon City, Metro Manila",8364000,0,68,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002705
P000835,10828000002696,Residential - Condominium,Quezon City,"Unit 621, 6th floor, Cherry Orchard Suites Condominium - Bldg. 1, No. 4 Saturn corner Neptune St., Brgy. Tandang Sora, Quezon City, Metro Manila",3432000,0,44,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002696
P000836,10828000002694,Residential - With Improvement,Pavia,"Lot 54, Blk. 02, Monticello Villas, Phase I, Brgy.  Balabag, Pavia, Iloilo",1248000,60,40,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002694
P000837,10828000002681,Residential - With Improvement,Pavia,"Lot 48, Block 2, Bluebell Street, Monticello Villas, Phase 1, Balabag, Pavia, Iloilo",1173000,60,40,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002681
P000838,10828000002678,Residential - With Improvement,General Trias,"Lot 11, Blk 2, Road Lot 3, Kensington Phase 8, Brgy. Navarro, General Trias, Cavite",1793000,50,60,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002678
P000839,10828000002668,Residential - Vacant Lot,Davao City,"Lot C-3-I-I-E, Barangay Alfonso Angliongto Sr., Buhangin District,, Davao City, Davao del Sur",882000,315,0,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002668
P000840,10828000002666,Residential - With Improvement,Antipolo City,"Lot 21-D, Road Lot 21-E, Interior of Charger Street, Village East Executive Homes, Barangay Muntindilaw, Antipolo City, Rizal",1860000,30,57,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002666
P000841,10828000002665,Residential - With Improvement,Antipolo City,"Lot 21-C, Road Lot 21-E, Interior of Charger Street, Village East Executive Homes, Barangay Muntindilaw, Antipolo City, Rizal",1860000,30,57,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002665
P000842,10828000002657,Residential - Townhouse,Quezon City,"Lot10, Rockville Avenue, Rockville Residences, Brgy. Bagbag, Quezon City, Metro Manila",5593000,55,158,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002657
P000843,10828000002656,Residential - Townhouse,Quezon City,"Lot 9, Rockville Avenue, Rockville Residences, Brgy. Bagbag, Quezon City, Metro Manila",6227000,71,162,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002656
P000844,10828000002654,Residential - Condominium,Quezon City,"Unit C, 9th Floor, Seville Residences, Circulo Verde Phase 1, Caruncho Road, Brgy. Bagumbayan, Quezon City, Metro Manila",6900000.29,0,69,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002654
P000845,10828000002653,Residential - Condominium - Parking Slot,Quezon City,"Parking Slot No. 133, Seville Residences, Circulo Verde Phase 1, Caruncho Road, Brgy. Bagumbayan, Quezon City, Metro Manila",889999.71,0,13,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002653
P000846,10828000002647,Residential - With Improvement,General Trias,"Lot 7, Blk. 2,  Cayenne Street, Kensington Place, Phase 8, Lancaster New City, Barangay Navarro, General Trias, Cavite",1793000,50,60,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002647
P000847,10828000002646,Residential - With Improvement,General Trias,"Lot 13, Blk. 8, Road Lot 11, Kensington 8, Brgy. Navarro, General Trias, Cavite",1793000,50,60,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002646
P000848,10828000002640,Residential - With Improvement,Pavia,"Lot 6, Blk 3, Phase 1, Monticello Villas, Brgy. Balabag, Pavia, Iloilo",1068000,45,40,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002640
P000849,10828000002607,Residential - Condominium,Marikina City,"Unit 1101B Tropicana Garden City, Toledo Tower, Sumulong Highway, Brgy. Sto. Niño, Marikina City, Metro Manila",2698000,0,28,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002607
P000850,10828000002602,Residential - Condominium,Mandaluyong City,"Unit 2708, 27th Floor, Lee Gardens Condominium North Tower, Shaw Boulevard corner Lee Street, Brgy. Additional Hills, Mandaluyong City, Metro Manila",6305000,0,52,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002602
P000851,10828000002576,Residential - Vacant Lot,Kaputian,"Lot 3, Blk 1, Kembali Coast, Kaputian District, Island Garden City of Samal, Kaputian, Davao del Norte",5550000,750,0,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002576
P000852,10828000002568,Residential - With Improvement,Marilao,"Lot 38, Blk 21, Paragua Street, Metrogate Meycauayan 2, Phase 1, Brgy. Loma de Gato, Marilao, Bulacan",4797000,142,300,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002568
P000853,10828000002566,Residential - Condominium,Makati City,"Unit 2018, 20th Floor, The Oriental Place Condominium, Don Chino Roces corner Javier Street, Brgy. Pio del Pilar, Makati City, Metro Manila",7800000,0,52,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002566
P000854,10828000002554,Residential - Vacant Lot,Santa Maria,"Lot 7, Blk 10, Milaflores Street, The Meadow Village Phase 1, Brgy. San Jose Patag, Santa Maria, Bulacan",2112000,192,0,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002554
P000855,10828000002548,Residential - Condominium,Quezon City,"Unit 35H, 35th Floor The Capital Towers - Athens Tower, E. Rordiguez Sr. Avenue, Brgy. Kalusugan, Quezon City, Metro Manila",4585000,0,35,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002548
P000856,10828000002539,Residential - With Improvement,Quezon City,"Lot 13-B, No. 106 B, Halcon Street, Brgy. San isidro Labrador, (La Loma), Quezon City, Metro Manila",17112000,120,284,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002539
P000857,10828000002534,Residential - Condominium,Quezon City,"Unit H, 1st Floor Majorca Residences at Circulo Verde Phase 1, # 7 Calle Industria, Brgy. Bagumbayan, Quezon City, Metro Manila",5418000,0,43,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002534
P000858,10828000002533,Residential - With Improvement,Pavia,"Lot 9, Blk 8, Phase 1, Monticello Villas, Brgy. Balabag, Pavia, Iloilo",1068000,45,40,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002533
P000859,10828000002528,Residential - Condominium,Mandaluyong City,"Unit 1508, 15th Floor, Sunshine 100 City Plaza Pioneer Tower 1 Pioneer corner Sheridan Sts., Buayang Bato, Mandaluyong City, Metro Manila",4005000,0,39,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002528
P000860,10828000002526,Residential - With Improvement,Quezon City,"Unit 4, Rockville Residences, Rockville 1 Subdivision, Brgy. Bagbag, Quezon City, Metro Manila",6391000,82,152,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002526
P000861,10828000002523,Residential - With Improvement,General Trias,"Blk. 3 Lot 27, Road Lot 5, Kensington Phase 6, Lancaster Estate, Brgy. Navarro, General Trias, Cavite",1531000,50,60,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002523
P000862,10828000002519,Residential - Condominium,San Juan,"Unit 2006, 17th Floor, Swire Elan Suites Condominium, Annapolis St., Brgy. Greenhills, San Juan, Metro Manila",6784228.71,0,54,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002519
P000863,10828000002518,Residential - Condominium,San Juan,"Unit 2005, 17th Floor, Swire Elan Suites Condominium,  Annapolis St., Brgy. Greenhills, San Juan, Metro Manila",4412771.29,0,35,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002518
P000864,10828000002511,Residential - With Improvement,Pavia,"Lot 23, Blk. 12 Phase 1, Monticello Villas, Brgy. Balabag, Pavia, Iloilo",1080000,45,40,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002511
P000865,10828000002500,Residential - Condominium - Parking Slot,Quezon City,"Parking Area No. 45, Basement 4, Eastwood Parkview Tower 2, Eastwood Avenue corner Orchard Road, Eastwood Cyberpark, Brgy. Bagumbayan, Quezon City, Metro Manila",950000,0,13,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002500
P000866,10828000002499,Residential - Condominium,Quezon City,"Unit 21A, 21st Floor, Eastwood Park Residences, Eastwood Avenue corner Orchard Road, Eastwood Cyberpark, Brgy. Bagumbayan, Quezon City, Metro Manila",9845000,0,90,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002499
P000867,10828000002497,Residential - Condominium - Parking Slot,Makati City,"Parking 2P-17, The Oriental Place Condominium, Chino Roces cor. Javier St., Makati City, Metro Manila",1119996.72,0,13,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002497
P000868,10828000002496,Residential - Condominium,Makati City,"Unit 1701 The Oriental Place Condominium, Chino Roces cor. Javier St., Makati City, Metro Manila",8060003.28,0,52,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002496
P000869,10828000002492,Residential - Condominium,Manila City,"Unit 25L1, 25th Floor, University Tower Malate Condominium, #728 Pedro Gil corner Dr. Vasquez St., Malate, Manila City, Metro Manila",6780000,0,46,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002492
P000870,10828000002487,Residential - With Improvement,Pavia,"Lot 29, Blk. 12, Phase 1, Monticello Villas, Brgy. Balabag,, Pavia, Iloilo",1080000,45,40,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002487
P000871,10828000002483,Residential & Commercial - Vacant Lot,Laurel,"Lot 3-0-101-A, Km. 69, Tagaytay-Nasugbu Highway (National Highway), Barangay Dayap Itaas,, Laurel, Batangas",698000000,199415,0,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002483
P000872,10828000002481,Residential - With Improvement,Pavia,"Lot 31, Blk 12, Phase I, Montecillo Villas, Brgy. Balabag, Pavia, Iloilo",1160000,45,40,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002481
P000873,10828000002468,Residential - Condominium,Pasig City,"Unit 808, 8th Floor, Hampton Gardens Condominium Dover Tower M.100 C. Raymundo Ave., Brgy. Maybunga, Pasig City, Metro Manila",3614000,0,42,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002468
P000874,10828000002467,Residential - With Improvement,Iloilo City,"Lot 23, Blk.8, Phase 1, Monticello Villas, Brgy.Balabag, Pavia, Iloilo City, Iloilo",1080000,45,40,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000002467
